time_s,raw_adc,centered_adc,filtered_100hz_adc
7.408,16.0,0.886097436767951,0.23582418762554289
7.409,15.0,-0.11390256323204895,0.19460644984649314
7.41,15.0,-0.11390256323204895,0.07627039522106933
7.411,15.0,-0.11390256323204895,-0.07483474192250607
7.412,15.0,-0.11390256323204895,-0.2004135217464437
7.413,15.0,-0.11390256323204895,-0.25071275620429484
7.414,15.0,-0.11390256323204895,-0.2042434156425071
7.415,15.0,-0.11390256323204895,-0.076902965332626
7.416,15.0,-0.11390256323204895,0.08336779770647916
7.417,15.0,-0.11390256323204895,0.21465131251170816
7.418,17.0,1.886097436767951,0.26503174183441464
7.419,15.0,-0.11390256323204895,0.21317228896145696
7.42,15.0,-0.11390256323204895,0.0773062871084669
7.421,15.0,-0.11390256323204895,-0.09114376996473393
7.422,15.0,-0.11390256323204895,-0.22710807921846443
7.423,15.0,-0.11390256323204895,-0.27711712058318644
7.424,15.0,-0.11390256323204895,-0.2204106549536922
7.425,15.0,-0.11390256323204895,-0.07753386947666359
7.426,15.0,-0.11390256323204895,0.09714178878351114
7.427,15.0,-0.11390256323204895,0.23624218923973214
7.428,16.0,0.886097436767951,0.2855324307158313
7.429,15.0,-0.11390256323204895,0.22516938659622054
7.43,15.0,-0.11390256323204895,0.07768854764304696
7.431,15.0,-0.11390256323204895,-0.10049660032167246
7.432,15.0,-0.11390256323204895,-0.24084468921051658
7.433,15.0,-0.11390256323204895,-0.2892331928794421
7.434,15.0,-0.11390256323204895,-0.22694601203878234
7.435,15.0,-0.11390256323204895,-0.07791379707270273
7.436,15.0,-0.11390256323204895,0.10059749241045861
7.437,15.0,-0.11390256323204895,0.24018169846707227
7.438,16.0,0.886097436767951,0.2876930237837337
7.439,15.0,-0.11390256323204895,0.22558764637495
7.44,15.0,-0.11390256323204895,0.07837767159939629
7.441,15.0,-0.11390256323204895,-0.0971648157748129
7.442,15.0,-0.11390256323204895,-0.23409052268847946
7.443,15.0,-0.11390256323204895,-0.28097680770299766
7.444,15.0,-0.11390256323204895,-0.22131620589721482
7.445,15.0,-0.11390256323204895,-0.07925150524662262
7.446,15.0,-0.11390256323204895,0.09029456223273119
7.447,15.0,-0.11390256323204895,0.22301740204973275
7.448,17.0,1.886097436767951,0.26975158324543536
7.449,15.0,-0.11390256323204895,0.21471266768867994
7.45,15.0,-0.11390256323204895,0.08068641420108816
7.451,15.0,-0.11390256323204895,-0.08046438197739078
7.452,15.0,-0.11390256323204895,-0.20799059440967294
7.453,15.0,-0.11390256323204895,-0.255232194050385
7.454,15.0,-0.11390256323204895,-0.20666147916218264
7.455,15.0,-0.11390256323204895,-0.08279101267594709
7.456,15.0,-0.11390256323204895,0.06849832745524487
7.457,15.0,-0.11390256323204895,0.1905292108368398
7.458,16.0,0.886097436767951,0.23906559495419621
7.459,15.0,-0.11390256323204895,0.1982604025701573
7.46,15.0,-0.11390256323204895,0.08561355499948187
7.461,15.0,-0.11390256323204895,-0.05549211661790176
7.462,15.0,-0.11390256323204895,-0.1724951871722975
7.463,15.0,-0.11390256323204895,-0.22316430415979158
7.464,15.0,-0.11390256323204895,-0.1907046840400127
7.465,15.0,-0.11390256323204895,-0.08913098392765088
7.466,15.0,-0.11390256323204895,0.042705316766351684
7.467,15.0,-0.11390256323204895,0.1559022500015638
7.468,16.0,0.886097436767951,0.20950516941289066
7.469,15.0,-0.11390256323204895,0.18515713196078828
7.47,15.0,-0.11390256323204895,0.09324624630255875
7.471,15.0,-0.11390256323204895,-0.03143100792767607
7.472,15.0,-0.11390256323204895,-0.14270099228815636
7.473,15.0,-0.11390256323204895,-0.19991377577595099
7.474,15.0,-0.11390256323204895,-0.1826172460866468
7.475,15.0,-0.11390256323204895,-0.09779394423300773
7.476,15.0,-0.11390256323204895,0.022856648661112526
7.477,15.0,-0.11390256323204895,0.13456258063217322
7.478,16.0,0.886097436767951,0.1958570043712572
7.479,15.0,-0.11390256323204895,0.18380283940725994
7.48,15.0,-0.11390256323204895,0.10255316211019891
7.481,15.0,-0.11390256323204895,-0.01793157822738232
7.482,15.0,-0.11390256323204895,-0.13268470748713557
7.483,15.0,-0.11390256323204895,-0.19826617547520092
7.484,15.0,-0.11390256323204895,-0.18905663173610832
7.485,15.0,-0.11390256323204895,-0.10726536655028054
7.486,15.0,-0.11390256323204895,0.017256539960116418
7.487,15.0,-0.11390256323204895,0.13764194049263478
7.488,16.0,0.886097436767951,0.20741080513284738
7.489,15.0,-0.11390256323204895,0.19828815770212244
7.49,16.0,0.886097436767951,0.11165477550567773
7.491,15.0,-0.11390256323204895,-0.021008699092286327
7.492,15.0,-0.11390256323204895,-0.14929863878469848
7.493,15.0,-0.11390256323204895,-0.22283842483845204
7.494,15.0,-0.11390256323204895,-0.2109581976049809
7.495,15.0,-0.11390256323204895,-0.11544860022731915
7.496,15.0,-0.11390256323204895,0.028911985645070828
7.497,15.0,-0.11390256323204895,0.16679641723620134
7.498,16.0,0.886097436767951,0.2433895314066079
7.499,15.0,-0.11390256323204895,0.2261090530988768
7.5,15.0,-0.11390256323204895,0.11839504178348145
7.501,15.0,-0.11390256323204895,-0.040257583379715876
7.502,15.0,-0.11390256323204895,-0.18862032580577698
7.503,15.0,-0.11390256323204895,-0.2672891195250825
7.504,15.0,-0.11390256323204895,-0.24243965414799507
7.505,15.0,-0.11390256323204895,-0.12027773992560142
7.506,15.0,-0.11390256323204895,0.05397357262996682
7.507,15.0,-0.11390256323204895,0.2127392741455826
7.508,16.0,0.886097436767951,0.29230813043610515
7.509,15.0,-0.11390256323204895,0.25842004750824893
7.51,15.0,-0.11390256323204895,0.12092632679824325
7.511,15.0,-0.11390256323204895,-0.06873681744729737
7.512,15.0,-0.11390256323204895,-0.23680771605871248
7.513,15.0,-0.11390256323204895,-0.3159803526111398
7.514,15.0,-0.11390256323204895,-0.27243565933297004
7.515,15.0,-0.11390256323204895,-0.12022360666697338
7.516,15.0,-0.11390256323204895,0.08311491493133208
7.517,15.0,-0.11390256323204895,0.2584082019841475
7.518,17.0,1.886097436767951,0.3358536828822022
7.519,15.0,-0.11390256323204895,0.2829482362811156
7.52,15.0,-0.11390256323204895,0.1181104630345744
7.521,15.0,-0.11390256323204895,-0.09572209694879612
7.522,15.0,-0.11390256323204895,-0.2753090271010946
7.523,15.0,-0.11390256323204895,-0.3497499842011681
